ID_Juego,Titulo,Plataforma,Genero,Publisher,Fecha_Lanzamiento,Ventas_NA_Millones,Ventas_EU_Millones,Ventas_JP_Millones,Ventas_Otros_Millones,Puntuacion_Critica,Puntuacion_Usuarios,Ventas_Globales_Millones,Anio_Lanzamiento,Mes_Lanzamiento,Trimestre
GME-03726,Star Odyssey 5,PS5,Deportes,Nintendo,2021-07-22,0.54,0.95,1.68,0.41,94,9.9,3.58,2021,7,3
GME-03727,Blood Arena 5,Mobile,Simulacion,Activision,2021-02-03,1.89,0.6,0.47,0.16,60,6.5,3.12,2021,2,1
GME-03728,Crystal Frontier 5,Mobile,Shooter,Square Enix,2019-05-04,0.6,0.14,0.94,0.06,82,9.1,1.74,2019,5,2
GME-03729,Phantom Tactics 5,PC,Shooter,Microsoft,2022-06-19,1.91,1.09,0.74,0.31,55,6.0,4.05,2022,6,2
GME-03730,Storm Horizon 5,Mobile,RPG,Microsoft,2022-07-30,1.38,0.04,0.03,0.34,63,6.6,1.79,2022,7,3
GME-03731,Solar Saga 5,PS5,Aventura,Square Enix,2022-09-27,2.79,0.58,0.02,0.38,71,6.9,3.77,2022,9,3
GME-03732,Frozen Legacy 5,Xbox Series X,Shooter,Tencent,2022-06-16,2.42,0.49,0.01,0.37,73,7.4,3.29,2022,6,2
GME-03733,Golden Fury 5,Nintendo Switch,Aventura,Sony,2021-09-16,1.05,1.01,1.95,0.51,78,7.6,4.52,2021,9,3
GME-03734,Lost Reborn 5,PS5,Estrategia,Take-Two,2022-09-12,6.75,3.93,0.97,0.41,78,7.9,12.06,2022,9,3
GME-03735,Final Evolution 5,Xbox One,Puzzle,Activision,2021-09-26,0.4,0.01,0.06,0.15,59,6.1,0.62,2021,9,3
GME-03736,Hyper Worlds 5,Mobile,Estrategia,Square Enix,2019-02-02,2.81,4.03,3.47,1.29,81,7.8,11.6,2019,2,1
GME-03737,Mega Strike 5,PS4,Aventura,Microsoft,2019-01-14,1.45,0.29,0.56,0.16,48,4.5,2.45,2019,1,1
GME-03738,Ultra Assault 5,Xbox One,Simulacion,Take-Two,2021-12-25,1.09,1.02,1.23,0.08,60,6.4,3.43,2021,12,4
GME-03739,Chrono Dominion 5,Mobile,Aventura,Sony,2022-02-03,1.65,0.4,0.12,0.72,83,8.6,2.89,2022,2,1
GME-03740,Eternal Vanguard 5,Xbox One,Deportes,Ubisoft,2021-04-22,1.16,0.58,0.07,0.18,57,6.0,1.99,2021,4,2
GME-03741,Mystic Blade 5,Xbox Series X,RPG,Square Enix,2019-01-25,0.84,0.95,0.02,0.14,62,6.1,1.95,2019,1,1
GME-03742,Savage Force 5,Xbox One,Accion,Activision,2019-02-04,0.96,0.21,0.06,0.12,77,7.5,1.35,2019,2,1
GME-03743,Grand Protocol 5,PS5,Shooter,Nintendo,2021-12-20,0.5,0.99,0.9,0.01,62,6.8,2.39,2021,12,4
GME-03744,Epic Drift 5,Xbox Series X,Puzzle,EA,2023-01-19,0.01,0.96,0.44,0.21,50,5.8,1.63,2023,1,1
GME-03745,Wild Reign 5,Xbox Series X,Shooter,Activision,2020-07-16,1.43,2.35,0.47,0.03,76,6.5,4.29,2020,7,3
GME-03746,Rogue Nexus 5,PC,Estrategia,Ubisoft,2022-01-02,0.9,3.24,1.2,0.07,91,9.6,5.42,2022,1,1
GME-03747,Silent Forge 5,PS4,Puzzle,Sony,2020-08-10,1.88,1.96,0.34,0.15,68,7.2,4.33,2020,8,3
GME-03748,Ancient Hunters 5,Nintendo Switch,Shooter,Take-Two,2019-02-05,0.78,0.79,2.4,0.82,68,6.9,4.79,2019,2,1
GME-03749,Inferno Empire 5,Xbox One,Aventura,Tencent,2021-10-25,0.59,5.58,0.5,0.0,77,7.5,6.68,2021,10,4
GME-03750,Turbo Zero 5,Xbox One,Puzzle,Desconocido,2023-07-24,0.42,4.69,0.57,0.4,79,7.5,6.08,2023,7,3
GME-03751,Shadow Quest 5,Xbox One,Estrategia,Nintendo,2022-11-30,2.11,3.06,4.17,0.04,74,7.3,9.38,2022,11,4
GME-03752,Dark Wars 5,Xbox Series X,Deportes,Take-Two,2022-10-12,0.86,1.6,0.19,0.09,74,7.9,2.74,2022,10,4
GME-03753,Neon Legends 5,PC,Accion,EA,2021-05-31,0.67,2.55,0.62,0.58,47,4.7,4.42,2021,5,2
GME-03754,Cyber Chronicles 5,PS5,Simulacion,Microsoft,2023-07-10,2.22,2.72,1.3,0.31,62,6.8,6.55,2023,7,3
GME-03755,Iron Rising 5,Xbox Series X,Puzzle,Square Enix,2020-01-03,1.17,1.62,0.02,0.11,70,7.0,2.91,2020,1,1
GME-03756,Star Odyssey 5,Xbox One,Estrategia,Take-Two,2019-08-08,0.4,2.48,0.32,0.73,100,9.5,3.93,2019,8,3
GME-03757,Blood Arena 5,Nintendo Switch,Estrategia,Activision,2019-07-17,0.55,2.02,0.68,0.35,74,7.1,3.61,2019,7,3
GME-03758,Crystal Frontier 5,Xbox One,Estrategia,Take-Two,2021-12-09,0.87,0.04,0.08,0.12,50,5.5,1.11,2021,12,4
GME-03759,Phantom Tactics 5,Mobile,Accion,Activision,2019-11-01,1.56,2.93,0.18,0.36,69,7.5,5.03,2019,11,4
GME-03760,Storm Horizon 5,Mobile,Aventura,Activision,2020-05-08,0.62,4.36,1.9,0.07,65,6.7,6.94,2020,5,2
GME-03761,Solar Saga 5,Nintendo Switch,Puzzle,EA,2020-01-29,0.74,0.68,1.17,0.67,68,6.7,3.26,2020,1,1
GME-03762,Frozen Legacy 5,PC,Accion,Activision,2022-06-23,0.18,0.06,0.42,0.02,84,8.1,0.68,2022,6,2
GME-03763,Golden Fury 5,Xbox Series X,Puzzle,Sony,2021-12-14,0.59,2.09,0.21,0.02,83,8.2,2.9,2021,12,4
GME-03764,Lost Reborn 5,PC,RPG,Sony,2020-05-31,1.0,1.46,1.45,0.59,88,8.9,4.5,2020,5,2
GME-03765,Final Evolution 5,Nintendo Switch,Accion,Nintendo,2023-07-28,1.18,1.86,0.97,0.05,79,7.5,4.06,2023,7,3
GME-03766,Hyper Worlds 5,Xbox One,Estrategia,Ubisoft,2020-12-26,1.23,2.84,1.05,0.17,65,7.9,5.28,2020,12,4
GME-03767,Mega Strike 5,Mobile,Estrategia,Ubisoft,2020-07-01,1.34,4.38,0.64,0.12,85,7.0,6.47,2020,7,3
GME-03768,Ultra Assault 5,PS5,Puzzle,EA,2023-06-17,2.27,1.56,0.14,0.02,100,10.0,3.99,2023,6,2
GME-03769,Chrono Dominion 5,Mobile,Deportes,Tencent,2021-03-23,0.08,1.66,0.17,0.6,58,4.8,2.52,2021,3,1
GME-03770,Eternal Vanguard 5,Xbox Series X,Estrategia,Activision,2019-06-11,2.93,0.01,0.19,0.55,49,4.9,3.68,2019,6,2
GME-03771,Mystic Blade 5,Xbox One,Aventura,Tencent,2021-02-03,0.45,0.69,0.09,0.16,58,5.7,1.38,2021,2,1
GME-03772,Savage Force 5,PS4,Deportes,Take-Two,2021-04-11,0.77,2.54,0.72,0.04,80,7.2,4.07,2021,4,2
GME-03773,Grand Protocol 5,Nintendo Switch,Puzzle,Nintendo,2021-07-29,0.36,0.19,0.19,0.23,57,5.8,0.98,2021,7,3
GME-03774,Epic Drift 5,Xbox One,Aventura,Tencent,2022-03-03,5.06,0.48,0.04,0.03,51,5.2,5.6,2022,3,1
GME-03775,Wild Reign 5,PS4,Accion,Square Enix,2020-05-13,1.36,3.82,0.31,0.18,75,7.5,5.68,2020,5,2
GME-03776,Rogue Nexus 5,PC,Accion,Ubisoft,2022-11-28,1.17,4.06,0.02,0.25,99,9.9,5.49,2022,11,4
GME-03777,Silent Forge 5,Nintendo Switch,Puzzle,EA,2020-04-07,0.74,1.02,1.27,0.53,100,10.0,3.56,2020,4,2
GME-03778,Ancient Hunters 5,Mobile,Puzzle,Take-Two,2020-09-06,0.73,10.44,1.09,0.1,81,8.5,12.37,2020,9,3
GME-03779,Inferno Empire 5,PS4,Estrategia,Sony,2022-11-01,0.94,2.38,0.66,0.5,61,5.6,4.48,2022,11,4
GME-03780,Turbo Zero 5,Mobile,Puzzle,Sony,2023-08-23,0.57,0.16,0.66,0.05,80,7.2,1.43,2023,8,3
GME-03781,Shadow Quest 5,PC,Accion,Microsoft,2023-10-03,3.75,0.27,0.96,2.72,88,9.5,7.7,2023,10,4
GME-03782,Dark Wars 5,Mobile,Aventura,Sony,2019-06-15,1.78,0.72,0.72,0.42,77,8.0,3.64,2019,6,2
GME-03783,Neon Legends 5,Nintendo Switch,Accion,Microsoft,2022-08-31,1.12,0.2,1.29,0.12,88,9.1,2.72,2022,8,3
GME-03784,Cyber Chronicles 5,PS4,Accion,Sony,2023-10-24,0.84,2.3,0.38,0.0,67,6.7,3.51,2023,10,4
GME-03785,Iron Rising 5,Xbox Series X,Deportes,Square Enix,2022-08-23,0.59,0.38,0.81,0.01,42,4.1,1.79,2022,8,3
GME-03786,Star Odyssey 5,Nintendo Switch,Simulacion,Nintendo,2023-04-05,5.68,0.28,1.12,0.02,83,8.5,7.09,2023,4,2
GME-03787,Blood Arena 5,PS5,Aventura,EA,2019-03-06,2.1,0.11,0.28,0.17,54,5.4,2.66,2019,3,1
GME-03788,Crystal Frontier 5,PS4,Simulacion,Tencent,2019-07-11,0.51,0.33,0.07,0.43,71,7.2,1.35,2019,7,3
GME-03789,Phantom Tactics 5,PS5,Aventura,Tencent,2021-04-10,0.07,2.06,0.61,1.19,84,9.1,3.94,2021,4,2
GME-03790,Storm Horizon 5,Mobile,Puzzle,Nintendo,2021-02-15,0.46,0.15,1.03,0.24,45,4.9,1.87,2021,2,1
GME-03791,Solar Saga 5,PS4,Aventura,Sony,2021-02-11,0.11,2.62,0.12,0.11,63,6.1,2.97,2021,2,1
GME-03792,Frozen Legacy 5,Mobile,Deportes,EA,2022-02-05,1.62,2.12,0.09,0.3,60,5.2,4.13,2022,2,1
GME-03793,Golden Fury 5,Nintendo Switch,Estrategia,Tencent,2021-09-01,0.05,1.07,1.23,0.14,52,5.2,2.48,2021,9,3
GME-03794,Lost Reborn 5,Xbox Series X,Deportes,Tencent,2019-04-25,1.63,1.19,0.6,0.07,76,8.6,3.49,2019,4,2
GME-03795,Final Evolution 5,PS5,Shooter,Take-Two,2022-07-28,1.45,2.43,0.21,0.05,64,5.5,4.14,2022,7,3
GME-03796,Hyper Worlds 5,PC,Puzzle,Sony,2019-01-20,1.64,0.63,0.51,0.13,58,5.5,2.91,2019,1,1
GME-03797,Mega Strike 5,PS5,RPG,EA,2022-12-10,1.51,4.64,1.05,1.7,83,8.5,8.91,2022,12,4
GME-03798,Ultra Assault 5,Xbox One,RPG,Microsoft,2019-12-17,1.8,0.55,0.28,0.86,89,9.2,3.49,2019,12,4
GME-03799,Chrono Dominion 5,Xbox One,Aventura,Microsoft,2019-06-19,0.72,0.6,1.11,0.59,70,7.0,3.02,2019,6,2
GME-03800,Eternal Vanguard 5,Nintendo Switch,Simulacion,Activision,2021-10-20,0.78,0.51,0.37,0.02,47,5.0,1.67,2021,10,4
GME-03801,Mystic Blade 5,Xbox Series X,Estrategia,Activision,2023-09-28,0.98,0.28,0.17,0.01,42,4.4,1.43,2023,9,3
GME-03802,Savage Force 5,PS5,Aventura,Microsoft,2021-06-07,0.04,0.94,1.02,0.44,70,7.1,2.44,2021,6,2
GME-03803,Grand Protocol 5,PS4,Shooter,Tencent,2022-08-13,2.42,2.19,0.36,0.56,59,6.1,5.52,2022,8,3
GME-03804,Epic Drift 5,PS5,Shooter,Activision,2023-05-26,4.4,1.41,0.0,0.1,56,5.2,5.91,2023,5,2
GME-03805,Wild Reign 5,Mobile,Deportes,Nintendo,2020-11-09,1.16,0.64,3.37,0.05,100,10.0,5.23,2020,11,4
GME-03806,Rogue Nexus 5,PS5,RPG,Microsoft,2022-03-04,0.24,1.31,0.64,0.61,100,10.0,2.8,2022,3,1
GME-03807,Silent Forge 5,PS5,Estrategia,Square Enix,2023-10-24,1.27,4.9,0.1,1.07,58,5.3,7.34,2023,10,4
GME-03808,Ancient Hunters 5,PS5,Puzzle,Tencent,2019-07-15,0.17,0.51,0.04,0.16,82,8.5,0.87,2019,7,3
GME-03809,Inferno Empire 5,PS4,Puzzle,Desconocido,2021-12-17,2.18,0.31,0.07,0.12,68,6.8,2.68,2021,12,4
GME-03810,Turbo Zero 5,Xbox One,Shooter,Microsoft,2019-03-29,0.65,0.01,1.6,0.25,65,6.6,2.51,2019,3,1
GME-03811,Shadow Quest 5,PC,Estrategia,EA,2020-04-15,0.28,1.29,0.08,0.18,83,9.0,1.84,2020,4,2
GME-03812,Dark Wars 5,Xbox Series X,Deportes,Take-Two,2020-03-08,0.26,0.06,1.09,0.53,95,10.0,1.94,2020,3,1
GME-03813,Neon Legends 5,PS4,Accion,Microsoft,2023-11-13,10.55,0.44,0.35,0.09,74,7.6,11.43,2023,11,4
GME-03814,Cyber Chronicles 5,PS4,Shooter,EA,2022-11-18,0.36,0.13,0.48,0.17,57,5.8,1.13,2022,11,4
GME-03815,Iron Rising 5,Xbox Series X,Estrategia,Activision,2022-03-06,2.42,0.89,2.49,0.22,84,8.5,6.01,2022,3,1
GME-03816,Star Odyssey 5,Xbox Series X,Deportes,Tencent,2021-08-31,0.56,0.85,0.41,0.08,71,6.9,1.9,2021,8,3
GME-03817,Blood Arena 5,Nintendo Switch,Accion,Ubisoft,2020-07-09,0.62,0.78,0.52,0.69,94,9.5,2.61,2020,7,3
GME-03818,Crystal Frontier 5,PC,Simulacion,Take-Two,2019-04-06,0.32,0.1,0.07,0.06,80,8.2,0.55,2019,4,2
GME-03819,Phantom Tactics 5,PS5,Simulacion,Tencent,2019-06-02,0.73,4.21,0.02,0.87,77,7.7,5.83,2019,6,2
GME-03820,Storm Horizon 5,Xbox Series X,Deportes,Activision,2022-11-02,1.05,0.6,0.48,0.95,60,5.6,3.08,2022,11,4
GME-03821,Solar Saga 5,PS4,Shooter,Square Enix,2020-07-28,0.33,2.36,0.4,0.86,93,9.6,3.95,2020,7,3
GME-03822,Frozen Legacy 5,Xbox One,Puzzle,Sony,2022-01-17,0.52,0.48,0.32,0.15,94,8.9,1.46,2022,1,1
GME-03823,Golden Fury 5,PS4,Simulacion,Square Enix,2022-02-28,1.07,0.83,0.44,0.1,72,6.8,2.44,2022,2,1
GME-03824,Lost Reborn 5,PC,Deportes,Ubisoft,2022-09-09,0.62,2.12,0.65,0.15,70,8.1,3.54,2022,9,3
GME-03825,Final Evolution 5,PS5,Puzzle,Nintendo,2019-03-09,2.54,0.17,0.04,0.08,48,4.9,2.83,2019,3,1
GME-03826,Hyper Worlds 5,Xbox Series X,Estrategia,Nintendo,2020-01-03,1.64,3.92,0.13,0.02,75,7.6,5.7,2020,1,1
GME-03827,Mega Strike 5,PS5,Estrategia,Ubisoft,2023-10-08,1.37,0.08,0.14,0.09,76,7.7,1.68,2023,10,4
GME-03828,Ultra Assault 5,Nintendo Switch,Estrategia,Desconocido,2020-10-06,3.93,0.97,1.29,0.02,65,6.4,6.21,2020,10,4
GME-03829,Chrono Dominion 5,Mobile,Shooter,Square Enix,2019-02-02,6.04,1.39,1.08,0.51,72,6.9,9.02,2019,2,1
GME-03830,Eternal Vanguard 5,Xbox Series X,Shooter,EA,2020-02-29,0.79,0.83,0.25,0.61,59,6.9,2.48,2020,2,1
GME-03831,Mystic Blade 5,PS4,Puzzle,Activision,2022-04-17,1.08,1.34,0.47,0.8,65,6.3,3.69,2022,4,2
GME-03832,Savage Force 5,Nintendo Switch,Estrategia,Tencent,2019-10-23,0.46,0.91,1.56,0.58,74,8.1,3.51,2019,10,4
GME-03833,Grand Protocol 5,PS5,Estrategia,Nintendo,2023-03-21,1.15,0.02,0.1,0.05,72,7.4,1.32,2023,3,1
GME-03834,Epic Drift 5,Xbox Series X,Simulacion,Microsoft,2023-08-08,0.6,1.18,0.37,0.26,68,6.5,2.42,2023,8,3
GME-03835,Wild Reign 5,PC,Shooter,Nintendo,2022-12-30,6.12,0.12,2.16,0.07,43,4.2,8.48,2022,12,4
GME-03836,Rogue Nexus 5,PS5,RPG,Microsoft,2023-08-09,0.09,0.53,0.53,0.07,55,5.5,1.23,2023,8,3
GME-03837,Silent Forge 5,Xbox One,Simulacion,Microsoft,2021-03-26,0.47,1.81,0.62,0.14,45,4.7,3.03,2021,3,1
GME-03838,Ancient Hunters 5,Xbox Series X,Estrategia,Microsoft,2019-06-07,3.92,0.23,0.7,0.12,59,5.6,4.97,2019,6,2
GME-03839,Inferno Empire 5,Mobile,Shooter,Take-Two,2020-09-04,11.23,8.59,0.78,0.54,89,8.2,21.15,2020,9,3
GME-03840,Turbo Zero 5,PS4,Shooter,Ubisoft,2019-11-29,8.48,1.92,0.64,0.31,93,9.5,11.35,2019,11,4
GME-03841,Shadow Quest 5,Nintendo Switch,Aventura,Microsoft,2022-02-28,0.79,0.34,0.92,0.08,84,8.5,2.13,2022,2,1
GME-03842,Dark Wars 5,Nintendo Switch,Accion,Nintendo,2020-05-07,1.73,2.78,0.27,0.83,84,8.4,5.61,2020,5,2
GME-03843,Neon Legends 5,PC,RPG,Ubisoft,2022-03-06,1.37,3.32,0.04,0.24,64,6.4,4.97,2022,3,1
GME-03844,Cyber Chronicles 5,Xbox One,RPG,EA,2023-09-06,0.58,1.08,0.02,0.38,64,7.5,2.06,2023,9,3
GME-03845,Iron Rising 5,PS4,Estrategia,EA,2023-10-06,0.33,1.26,0.67,0.31,34,3.5,2.57,2023,10,4
GME-03846,Star Odyssey 5,PS5,Aventura,EA,2021-03-07,4.64,0.77,0.2,0.04,85,8.6,5.65,2021,3,1
GME-03847,Blood Arena 5,Mobile,Estrategia,Ubisoft,2022-10-18,1.69,1.81,0.07,0.05,80,8.0,3.63,2022,10,4
GME-03848,Crystal Frontier 5,PS5,Deportes,Activision,2022-01-12,0.76,2.86,0.07,0.33,79,7.9,4.02,2022,1,1
GME-03849,Phantom Tactics 5,PS4,Deportes,EA,2020-11-10,0.01,0.37,0.15,1.1,86,8.7,1.63,2020,11,4
GME-03850,Storm Horizon 5,PS5,Aventura,Microsoft,2021-02-25,3.97,5.08,0.55,1.14,100,10.0,10.74,2021,2,1
GME-03851,Solar Saga 5,Mobile,Shooter,Tencent,2023-03-28,5.68,1.58,0.21,0.27,56,6.0,7.74,2023,3,1
GME-03852,Frozen Legacy 5,Mobile,Aventura,Tencent,2023-02-23,1.53,1.67,0.52,0.06,56,5.5,3.79,2023,2,1
GME-03853,Golden Fury 5,PS4,Shooter,Microsoft,2019-10-14,0.12,0.83,0.36,0.48,70,7.0,1.79,2019,10,4
GME-03854,Lost Reborn 5,Nintendo Switch,Aventura,Nintendo,2023-06-07,3.84,1.04,2.65,0.27,96,9.5,7.79,2023,6,2
GME-03855,Final Evolution 5,Nintendo Switch,Estrategia,EA,2022-11-12,2.26,2.09,0.62,0.28,78,6.6,5.25,2022,11,4
GME-03856,Hyper Worlds 5,PC,RPG,Nintendo,2023-01-23,1.45,0.55,0.03,0.11,60,5.7,2.14,2023,1,1
GME-03857,Mega Strike 5,PS5,Accion,EA,2019-06-10,1.14,0.86,0.48,0.08,78,8.1,2.57,2019,6,2
GME-03858,Ultra Assault 5,PS5,Accion,Square Enix,2021-10-22,1.09,0.55,0.53,0.29,66,6.6,2.46,2021,10,4
GME-03859,Chrono Dominion 5,Nintendo Switch,Simulacion,Ubisoft,2023-03-07,0.13,0.16,1.5,0.49,81,7.4,2.28,2023,3,1
GME-03860,Eternal Vanguard 5,PS4,Aventura,EA,2020-12-09,5.11,4.09,0.18,0.49,68,5.8,9.86,2020,12,4
GME-03861,Mystic Blade 5,Xbox Series X,Deportes,Tencent,2019-04-20,1.05,1.92,0.79,0.22,75,7.6,3.97,2019,4,2
GME-03862,Savage Force 5,PS5,RPG,Ubisoft,2019-07-20,0.17,0.57,1.24,0.18,60,6.4,2.15,2019,7,3
GME-03863,Grand Protocol 5,Xbox Series X,Accion,EA,2021-06-14,0.28,0.77,0.79,1.38,90,9.8,3.22,2021,6,2
GME-03864,Epic Drift 5,Nintendo Switch,RPG,Sony,2020-04-20,0.14,0.31,0.55,0.22,70,7.0,1.22,2020,4,2
GME-03865,Wild Reign 5,Xbox Series X,Deportes,Tencent,2023-09-14,1.9,3.32,0.16,0.29,59,5.5,5.69,2023,9,3
GME-03866,Rogue Nexus 5,Nintendo Switch,Aventura,Nintendo,2019-06-05,1.76,2.04,0.07,0.29,73,7.3,4.15,2019,6,2
GME-03867,Silent Forge 5,PS4,Puzzle,Sony,2020-11-28,0.33,0.75,0.37,0.01,42,4.3,1.46,2020,11,4
GME-03868,Ancient Hunters 5,PS4,Accion,Sony,2022-05-24,0.17,0.86,0.14,0.13,51,5.3,1.29,2022,5,2
GME-03869,Inferno Empire 5,Nintendo Switch,Simulacion,Sony,2023-04-24,1.23,5.14,0.7,0.52,91,8.4,7.6,2023,4,2
GME-03870,Turbo Zero 5,Xbox Series X,Aventura,Tencent,2022-06-11,1.22,0.49,0.32,0.1,71,6.2,2.13,2022,6,2
GME-03871,Shadow Quest 5,PC,Simulacion,Activision,2022-05-04,0.6,0.77,0.02,0.1,85,8.9,1.49,2022,5,2
GME-03872,Dark Wars 5,PS4,Aventura,Take-Two,2021-03-23,0.38,0.4,0.94,0.08,78,8.4,1.8,2021,3,1
GME-03873,Neon Legends 5,PC,Shooter,Sony,2023-05-04,2.81,1.4,1.45,0.09,88,8.2,5.76,2023,5,2
GME-03874,Cyber Chronicles 5,Xbox One,Aventura,Take-Two,2020-10-30,1.47,2.51,0.26,0.33,60,6.2,4.56,2020,10,4
GME-03875,Iron Rising 5,Xbox One,Accion,Square Enix,2019-03-02,1.73,2.86,0.41,0.06,66,6.7,5.05,2019,3,1
GME-03876,Star Odyssey 5,PS5,Deportes,Take-Two,2022-07-22,0.15,0.8,0.03,0.07,64,6.1,1.05,2022,7,3
GME-03877,Blood Arena 5,Xbox One,RPG,Microsoft,2020-07-13,0.95,1.11,0.02,0.02,53,4.0,2.09,2020,7,3
GME-03878,Crystal Frontier 5,PS4,Shooter,Activision,2023-05-24,0.11,2.41,0.12,0.82,68,6.5,3.46,2023,5,2
GME-03879,Phantom Tactics 5,Xbox One,RPG,Sony,2021-07-11,0.87,0.58,0.18,0.31,27,2.3,1.94,2021,7,3
GME-03880,Storm Horizon 5,Xbox One,Deportes,Nintendo,2021-10-01,1.1,3.36,0.48,0.13,90,8.8,5.07,2021,10,4
GME-03881,Solar Saga 5,Xbox Series X,Shooter,Nintendo,2020-04-12,0.54,0.51,1.1,0.51,54,5.7,2.65,2020,4,2
GME-03882,Frozen Legacy 5,Xbox One,RPG,Take-Two,2020-12-29,1.7,0.12,0.06,0.29,84,8.7,2.18,2020,12,4
GME-03883,Golden Fury 5,Xbox Series X,Shooter,Microsoft,2022-02-06,1.29,1.51,0.19,0.37,53,5.0,3.36,2022,2,1
GME-03884,Lost Reborn 5,PS4,Deportes,Nintendo,2021-02-07,7.52,0.5,1.54,0.69,83,8.8,10.25,2021,2,1
GME-03885,Final Evolution 5,Xbox One,Accion,EA,2021-06-03,1.04,1.39,0.04,1.65,91,9.3,4.12,2021,6,2
GME-03886,Hyper Worlds 5,Nintendo Switch,Estrategia,EA,2020-01-16,1.91,0.27,0.04,0.64,75,7.7,2.86,2020,1,1
GME-03887,Mega Strike 5,Xbox Series X,RPG,Square Enix,2022-10-24,1.01,0.54,0.36,0.14,48,4.4,2.04,2022,10,4
GME-03888,Ultra Assault 5,Xbox Series X,Estrategia,EA,2022-04-14,0.38,0.56,0.34,1.15,82,8.4,2.43,2022,4,2
GME-03889,Chrono Dominion 5,PC,Simulacion,Take-Two,2022-09-15,1.13,0.46,1.08,0.48,50,4.2,3.16,2022,9,3
GME-03890,Eternal Vanguard 5,Xbox One,Aventura,Tencent,2021-02-17,0.13,2.1,0.91,0.2,100,10.0,3.34,2021,2,1
GME-03891,Mystic Blade 5,Nintendo Switch,RPG,Sony,2019-06-25,0.07,0.9,2.98,0.21,98,9.4,4.15,2019,6,2
GME-03892,Savage Force 5,Xbox Series X,Estrategia,Take-Two,2023-05-01,0.58,2.27,0.3,0.5,50,5.3,3.65,2023,5,2
GME-03893,Grand Protocol 5,Xbox Series X,Puzzle,Sony,2022-06-20,0.97,0.04,0.41,0.22,88,8.1,1.64,2022,6,2
GME-03894,Epic Drift 5,Nintendo Switch,Simulacion,Microsoft,2020-08-27,0.3,0.29,0.37,0.23,58,6.3,1.2,2020,8,3
GME-03895,Wild Reign 5,PS5,Accion,Microsoft,2023-06-23,0.39,0.31,1.0,0.04,39,3.7,1.74,2023,6,2
GME-03896,Rogue Nexus 5,Nintendo Switch,RPG,Square Enix,2020-05-19,0.01,6.72,1.98,0.39,79,8.3,9.1,2020,5,2
GME-03897,Silent Forge 5,PS5,Puzzle,Nintendo,2022-12-31,0.67,0.07,2.86,0.86,89,7.8,4.45,2022,12,4
GME-03898,Ancient Hunters 5,PS4,Deportes,Microsoft,2019-05-31,2.22,0.26,0.3,0.18,77,7.4,2.96,2019,5,2
GME-03899,Inferno Empire 5,Nintendo Switch,Aventura,EA,2019-06-18,0.17,1.13,2.04,0.53,80,8.2,3.86,2019,6,2
GME-03900,Turbo Zero 5,Xbox Series X,Aventura,Microsoft,2020-07-02,2.98,0.47,0.28,0.5,71,6.5,4.23,2020,7,3
GME-03901,Shadow Quest 5,Xbox Series X,Accion,Take-Two,2019-11-12,0.17,1.61,0.11,0.78,66,6.5,2.66,2019,11,4
GME-03902,Dark Wars 5,Nintendo Switch,Shooter,Tencent,2021-02-17,0.58,0.81,0.29,0.02,27,3.3,1.69,2021,2,1
GME-03903,Neon Legends 5,PS4,Estrategia,Square Enix,2022-12-28,0.13,1.04,0.5,0.09,67,7.2,1.77,2022,12,4
GME-03904,Cyber Chronicles 5,PC,Puzzle,Sony,2023-05-25,1.78,0.74,1.84,0.11,79,8.4,4.47,2023,5,2
GME-03905,Iron Rising 5,Xbox Series X,Puzzle,Microsoft,2022-07-22,1.28,0.04,0.01,0.31,44,4.7,1.65,2022,7,3
GME-03906,Star Odyssey 5,Nintendo Switch,RPG,Microsoft,2019-11-12,0.0,1.03,0.17,0.04,41,3.7,1.23,2019,11,4
GME-03907,Blood Arena 5,Nintendo Switch,Puzzle,Sony,2023-02-23,0.76,1.98,0.95,0.08,72,7.4,3.78,2023,2,1
GME-03908,Crystal Frontier 5,Xbox Series X,Deportes,Nintendo,2021-03-08,2.66,0.07,0.28,0.61,63,5.7,3.61,2021,3,1
GME-03909,Phantom Tactics 5,Xbox One,Simulacion,Square Enix,2020-10-10,0.46,1.43,0.26,0.03,75,7.0,2.18,2020,10,4
GME-03910,Storm Horizon 5,Xbox Series X,RPG,Tencent,2021-01-08,2.35,1.67,0.48,0.3,96,10.0,4.8,2021,1,1
GME-03911,Solar Saga 5,PS5,Estrategia,Microsoft,2019-08-07,2.08,1.38,0.11,0.09,91,9.6,3.67,2019,8,3
GME-03912,Frozen Legacy 5,PS4,Shooter,Microsoft,2019-07-07,4.11,1.55,0.16,0.04,75,7.4,5.85,2019,7,3
GME-03913,Golden Fury 5,PC,Aventura,Tencent,2019-01-11,0.92,0.49,0.7,0.3,73,7.1,2.4,2019,1,1
GME-03914,Lost Reborn 5,Xbox One,Accion,Take-Two,2020-09-23,0.45,0.63,0.13,0.13,53,4.7,1.34,2020,9,3
GME-03915,Final Evolution 5,PS5,Deportes,Desconocido,2021-06-29,1.79,1.65,0.15,0.15,91,8.7,3.75,2021,6,2
GME-03916,Hyper Worlds 5,PC,Deportes,Microsoft,2021-01-07,1.33,7.23,0.05,0.5,67,6.7,9.1,2021,1,1
GME-03917,Mega Strike 5,Mobile,RPG,Tencent,2023-04-09,1.66,3.0,0.06,0.12,75,7.1,4.85,2023,4,2
